naga-fm-radio,https://rdopanel.cobrasoftwares.org:1065/stream
om-radio,https://playerservices.streamtheworld.com/api/livestream-redirect/NAKSHATRA_S01AAC_SC
nakshatra-radio-tamil-fm,https://playerservices.streamtheworld.com/api/livestream-redirect/OLI968FMAAC.aac?dist=liveonlineradio
olisg,https://playerservices.streamtheworld.com/api/livestream-redirect/OMRADIO_S01AAC_SC
big-fm-chennai-online,https://radios.crabdance.com:7002/4
radio-city-live,https://radios.crabdance.com:7002/5
radio-mirchi-tamil-fm,https://radios.crabdance.com:7002/3
hello-fm-tamil-radio,https://radios.crabdance.com:7002/1
radio-one-94-3,https://southradios.net/play/puradsifm
puradsi-fm,https://www.liveradio.es/http://51.158.169.255:8002/7
chennai-fm-rainbow,https://southradios.net/play/palaiyapaadalradio
palaiya-paadal-radio,https://air.pc.cdn.bitgravity.com/air/live/pbaudio022/playlist.m3u8
american-tamil-radio,https://www.liveradio.es/http://69.46.24.226:7188/stream
thenral-world-radio,https://thenralw.radioca.st/LiveStream
