radio-city-live,https://radios.crabdance.com:7002/1
radio-mirchi-tamil-fm,https://radios.crabdance.com:7002/5
hello-fm-tamil-radio,https://www.liveradio.es/http://51.158.169.255:8002/7
radio-one-94-3,https://radios.crabdance.com:7002/3
puradsi-fm,https://southradios.net/play/puradsifm
chennai-fm-rainbow,https://southradios.net/play/ilayarajaradio
palaiya-paadal-radio,https://air.pc.cdn.bitgravity.com/air/live/pbaudio022/playlist.m3u8
ilayaraja-fm,https://southradios.net/play/palaiyapaadalradio
planet-radio-city-tamil-fm,https://prclive4.listenon.in/Tamil
arr-radio,https://southradios.net/play/rahmaniyam3d
rahmaniyam-3d-fm,https://southradios.net/play/raajankam3d
raajankam-3d-fm,https://southradios.net/play/arrahmanradio
kodai-ragam-fm,https://www.liveradio.es/http://161.97.135.229:8300/stream
harris-jayaraj-radio,https://southradios.net/play/harrishjeyarajradio
virutcham-tv-fm,https://kuvalai.com/radio/stream.mp3
kuvalai-online-fm,https://node-23.zeno.fm/h0fmkfse1d0uv.aac
abc-tamil-fm,https://eu8.fastcast4u.com/proxy/ailevdcu?mp=/1
mtr-995-fm-tamil-radio,https://19293.live.streamtheworld.com/SP_R2923580_SC
shaivam-radio,https://www.liveradio.es/http://176.31.120.92:9004/;stream.mp3
arulvakku-fm,https://stream.arulvakku.com/radio/8000/radio.mp3
3A-fm-radio,https://www.liveradio.es/http://173.192.207.51:8038/;stream.mp3
theophony-fm,https://www.liveradio.es/http://66.55.145.43:7479/;stream.mp3
gsc-radio,https://www.liveradio.es/http://209.133.216.3:7126/stream
joel-fm-radio,https://www.liveradio.es/http://66.55.145.43:7888/;stream.mp3
luminous-fm-radio,https://www.liveradio.es/http://listen.shoutcast.com/bakthi
bakthi-fm,https://www.liveradio.es/http://192.111.140.6:8602/stream
hungama-tamil-hits-fm,https://www.liveradio.es/http://103.16.47.70:9555/;stream.mp3
hungama-tamil-classicsal-fm-radio,https://www.liveradio.es/http://103.16.47.70:9000/;stream.mp3
anirudh-radio,https://southradios.net/play/anirudhradio
ar-rahman-lite-radio,https://southradios.net/play/arrahmanliteradio
friends-tamil-chat-fm,https://www.liveradio.es/http://167.114.131.90:5750/;stream.mp3
idhayam-fm,https://www.liveradio.es/http://stream.zeno.fm/y3exmp85m5zuv
ilayamaan-radio,https://southradios.net/play/ilayamaanradio
ilayaraja-lite-radio,https://southradios.net/play/ilayarajalite
kj-yesudas-radio,https://southradios.net/play/kjyesudas
mtr-tamil-online-radio,https://www.liveradio.es/http://192.184.9.158:8864/;stream.mp3
naam-tamilar-fm,https://www.liveradio.es/http://sc10.streamingpulse.tv:8090/;stream.mp3
nesaganam-online-radio,https://www.liveradio.es/http://192.95.39.65:5206/;stream.mp3
puthu-paadal-radio,https://southradios.net/play/puthupaadalradio
radio-beat-tamil-fm,https://southradios.net/play/tamilbeatradio
radio-tamizha-fm,https://www.liveradio.es/http://107.182.231.73:7182/stream
spb-online-radio,https://southradios.net/play/tamilliteradio
tamil-lite-radio,https://apipermission.southradios.net/play/spbradio
ysr-radio,https://southradios.net/play/ysrradio
namba-tamil-fm,https://southradios.net/play/vidyasagarradio
vidyasagar-radio,https://streamer.radio.co/s688f110d0/listen
i-tamil-media-fm,https://www.liveradio.es/http://s6.voscast.com:10014/;stream.mp3
siruthai-fm,https://eu3.fastcast4u.com/proxy/skajanee?mp=/;b
chandrans-yuva-foundation-fm,https://server.unicast2u.com:8100/stream
deva-radio,https://www.liveradio.es/http://stream.zeno.fm/phv06yfkwzzuv
friends-tamil-fm,https://www.liveradio.es/http://149.56.157.81:8487/;stream.mp3
mukil-fm,https://southradios.net/play/devaradio
air-tamil,https://www.liveradio.es/http://163.172.165.94:8428/;stream.mp3
carnatic-radio,https://www.liveradio.es/http://163.172.165.94:8424/;stream.mp3
karumpulikal-tnr-fm,https://www.liveradio.es/http://s7.voscast.com:10392/;stream.mp3
ilayaraja-super-beats-radio,https://southradios.net/play/ilayarajasuperbeatradio
pollachi-tamil-fm,https://www.liveradio.es/http://104.200.16.182:8000/;stream.mp3
raaja-fm,https://www.liveradio.es/http://stream.zenolive.com/vgsk3a0pb2zuv.aac
muthtamizh-tamil-radio,https://www.liveradio.es/http://live.tamilkuyilradio.com:8026/rajaradio
vijay-tamil-radio,https://southradios.net/play/vijayradio
ajith-tamil-fm,https://southradios.net/play/ajithradio
hariharan-hits-radio,https://southradios.net/play/hariharanradio
mohan-hits-radio,https://southradios.net/play/mohanradio
vaanosai-tamil-fm,https://www.liveradio.es/http://stream.zenolive.com/7aswfbpx25quv
kathir-fm,https://www.liveradio.es/http://stream.zeno.fm/nwga0bxxnrquv
kadhal-radio,https://southradios.net/play/kadhalradio
unnikrishnan-radio,https://southradios.net/play/unnikrishanradio
