tamil-fm-online-radio,https://radios.crabdance.com:7002/4
radio-gilli-106-5-fm,https://www.liveradio.es/http://live.rcast.net:8694/stream
big-fm-chennai-online,https://radios.crabdance.com:7002/5
radio-city-live,https://www.liveradio.es/http://node-04.zeno.fm/gp5k6qs1bg0uv
radio-mirchi-tamil-fm,https://radios.crabdance.com:7002/1
hello-fm-tamil-radio,https://southradios.net/play/puradsifm
radio-one-94-3,https://radios.crabdance.com:7002/3
puradsi-fm,https://www.liveradio.es/http://51.158.169.255:8002/7
chennai-fm-rainbow,https://air.pc.cdn.bitgravity.com/air/live/pbaudio022/playlist.m3u8
palaiya-paadal-radio,https://www.liveradio.es/http://69.46.24.226:7188/stream
american-tamil-radio,https://southradios.net/play/palaiyapaadalradio
thenral-world-radio,https://thenralw.radioca.st/LiveStream
