cmrradio,https://www.liveradio.es/http://195.154.217.103:8175/stream/2/;stream.mp3
a9radio,https://www.liveradio.es/http://live.cmr24.net:8081/CMR/CMR-HQ/icecast.audio
gokulam-tamil-radio,https://neramfm.com:8000/stream
time-fm-radio,https://www.liveradio.es/http://eu4.fastcast4u.com:5252/;stream.mp3
tsrlive_fm,https://www.liveradio.es/http://5.135.154.91:4376/;stream.mp3
canadian-tamil-radio,https://www.liveradio.es/http://198.27.66.225:8498/stream.mp3
ctbcradio,https://stream.zenolive.com/2zzz7qre56duv
dance-tamizha-fm,https://www.liveradio.es/http://ctbcfmradio.primcast.com:4086/;stream.mp3
geethavani-fm,https://www.liveradio.es/http://149.56.234.138:8037/;stream.mp3
kalasam-fm,https://www.liveradio.es/http://sc1.streamingpulse.com:8084/;stream.mp3
tamil-sun-fm,https://www.liveradio.es/http://192.99.4.210:3596/;stream.mp3
east-fm-102-7,https://www.liveradio.es/http://174.142.215.249:9966/;stream.mp3
thamil-esai-fm,https://www.liveradio.es/http://s33.myradiostream.com:14390/;stream.mp3
big-fm-chennai-online,https://radios.crabdance.com:7002/1
radio-city-live,https://radios.crabdance.com:7002/4
radio-mirchi-tamil-fm,https://radios.crabdance.com:7002/5
hello-fm-tamil-radio,https://radios.crabdance.com:7002/3
radio-one-94-3,https://www.liveradio.es/http://51.158.169.255:8002/7
puradsi-fm,https://air.pc.cdn.bitgravity.com/air/live/pbaudio022/playlist.m3u8
chennai-fm-rainbow,https://southradios.net/play/puradsifm
palaiya-paadal-radio,https://southradios.net/play/palaiyapaadalradio
american-tamil-radio,https://www.liveradio.es/http://69.46.24.226:7188/stream
thenral-world-radio,https://thenralw.radioca.st/LiveStream
