minnal-fm-92-3,https://radios.crabdance.com:7002/4
big-fm-chennai-online,https://radios.crabdance.com:7002/1
radio-city-live,https://radios.crabdance.com:7002/5
radio-mirchi-tamil-fm,https://minnalfmmobile.secureswiftcontent.com/memorystreams/HLS/rtm-ch021/rtm-ch021.m3u8
hello-fm-tamil-radio,https://www.liveradio.es/http://51.158.169.255:8002/7
radio-one-94-3,https://radios.crabdance.com:7002/3
chennai-fm-rainbow,https://air.pc.cdn.bitgravity.com/air/live/pbaudio022/playlist.m3u8
lankasri-fm,https://www.liveradio.es/http://5984.cloudrad.io:8032/;stream.mp3
tamil-fm-online-radio,https://www.liveradio.es/http://node-04.zeno.fm/gp5k6qs1bg0uv
sooriyan-fm,https://www.liveradio.es/http://live.trusl.com:1160/;stream.mp3
shakthifm,https://www.liveradio.es/http://209.133.216.3:7071/;stream.mp3
radio-gilli-106-5-fm,https://www.liveradio.es/http://live.rcast.net:8694/stream
big-fm-chennai-online,https://radios.crabdance.com:7002/4
radio-city-live,https://radios.crabdance.com:7002/5
radio-mirchi-tamil-fm,https://radios.crabdance.com:7002/3
hello-fm-tamil-radio,https://radios.crabdance.com:7002/1
radio-one-94-3,https://air.pc.cdn.bitgravity.com/air/live/pbaudio022/playlist.m3u8
puradsi-fm,https://www.liveradio.es/http://51.158.169.255:8002/7
chennai-fm-rainbow,https://southradios.net/play/puradsifm
palaiya-paadal-radio,https://southradios.net/play/palaiyapaadalradio
american-tamil-radio,https://thenralw.radioca.st/LiveStream
thenral-world-radio,https://www.liveradio.es/http://69.46.24.226:7188/stream
