tamil-panpalai-online-radio,https://tamilpanpalai.radioca.st/ind
vanavil-fm,https://s7.yesstreaming.net:9000/stream
tamil-murasam-radio,https://tamilmurasam.radioca.st/stream
anboli-fm-tamil-radio,https://www.liveradio.es/http://tachyon.shoutca.st:8643/;stream.mp3
dsrfm-radio,https://www.liveradio.es/http://91.121.165.41:9035/stream.mp3
trt-tamil-oli,https://www.liveradio.es/http://stream.zeno.fm/3b88garm268uv
itr-fm-radio,https://www.liveradio.es/http://usa3.fastcast4u.com:5014/;stream.mp3
natpu-fm-radio,https://www.liveradio.es/http://91.121.77.43:9000/;stream.mp3
vanavil-fm-tamil-radio,https://s7.yesstreaming.net:8060/stream
big-fm-chennai-online,https://radios.crabdance.com:7002/4
radio-city-live,https://radios.crabdance.com:7002/5
radio-mirchi-tamil-fm,https://radios.crabdance.com:7002/1
hello-fm-tamil-radio,https://radios.crabdance.com:7002/3
radio-one-94-3,https://southradios.net/play/puradsifm
puradsi-fm,https://www.liveradio.es/http://51.158.169.255:8002/7
chennai-fm-rainbow,https://air.pc.cdn.bitgravity.com/air/live/pbaudio022/playlist.m3u8
palaiya-paadal-radio,https://southradios.net/play/palaiyapaadalradio
american-tamil-radio,https://www.liveradio.es/http://69.46.24.226:7188/stream
thenral-world-radio,https://thenralw.radioca.st/LiveStream
